ente,prestazione,priorita,max_giorni_di_attesa
ASSL6,Ecografia ostetrica,Breve,n/a
ASSL6,Ecografia ginecologica,Breve,3
ASSL6,Ecocolordoppler degli arti superioro o inferiori,Breve,9
ASSL6,Colonscopia con endoscopio flessibile,Breve,8
ASSL6,Polipectomia endoscopica dell'intestino crasso,Breve,n/a
ASSL6,Sigmoidoscopia con endoscopio flessibile,Breve,n/a
ASSL6,Esofagogastroduodenoscopia,Breve,9
ASSL6,Esofagogastroduodenoscopia con biopsia,Breve,n/a
ASSL6,Elettrocardiogramma,Breve,n/a
ASSL6,Elettrocardiogramma dinamico (Holter),Breve,9
ASSL6,Test cardiovascolare da sforzo con cicloergonometro o con pedana mobile,Breve,n/a
ASSL6,Altri test cardiovascolari da sforzo,Breve,n/a
ASSL6,Esame audiometrico tonale,Breve,n/a
ASSL6,Spirometria semplice,Breve,n/a
ASSL6,Spirometria globale,Breve,n/a
ASSL6,Fotografia del Fondus,Breve,n/a
ASSL6,Elettromiografia semplice [EMG],Breve,n/a
ASSL6,Prima Visita cardiologica,Differibile,43
ASSL6,Prima Visita chirurgia vascolare,Differibile,n/a
ASSL6,Prima Visita endocrinologica,Differibile,81
ASSL6,Prima Visita neurologica,Differibile,55
ASSL6,Prima Visita oculistica,Differibile,66
ASSL6,Prima Visita ortopedica,Differibile,84
ASSL6,Prima Visita ginecologica,Differibile,n/a
ASSL6,Prima Visita otorinolaringoiatrica,Differibile,58
ASSL6,Prima Visita urologica,Differibile,271
ASSL6,Prima Visita dermatologica,Differibile,91
ASSL6,Prima Visita fisiatrica,Differibile,22
ASSL6,Prima Visita gastroenterologica,Differibile,225
ASSL6,Prima Visita oncologica,Differibile,n/a
ASSL6,Prima Visita pneumologica,Differibile,235
ASSL6,Mammografia bilaterale,Differibile,111
ASSL6,Mammografia monolaterale,Differibile,n/a
ASSL6,TC del torace,Differibile,17
ASSL6,"TC del torace, senza e con contrasto",Differibile,100
ASSL6,TC dell'addome superiore,Differibile,n/a
ASSL6,"TC dell'addome superiore, senza e con contrasto",Differibile,n/a
ASSL6,TC dell'Addome inferiore,Differibile,n/a
ASSL6,"TC dell'Addome inferiore, senza e con contrasto",Differibile,n/a
ASSL6,TC dell'Addome completo,Differibile,13
ASSL6,"TC dell'Addome completo, senza e con contrasto",Differibile,90
ASSL6,TC del cranio e dell'encefalo,Differibile,n/a
ASSL6,"TC del cranio e dell'encefalo, senza e con contrasto",Differibile,n/a
ASSL6,TC del rachide e dello speco vertebrale,Differibile,n/a
ASSL6,"TC del rachide e dello speco vertebrale, senza e con contrasto",Differibile,n/a
ASSL6,TC del Bacino,Differibile,n/a
ASSL6,RM del cervello e del tronco encefalico,Differibile,n/a
ASSL6,"RM del cervello e del tronco encefalico, senza e con contrasto",Differibile,247
ASSL6,RM dell'addome inferiore e scavo pelvico,Differibile,n/a
ASSL6,"RM dell'addome inferiore e scavo pelvico, senza e con contrasto",Differibile,n/a
ASSL6,RM della colonna,Differibile,112
ASSL6,"RM della colonna, senza e con contrasto",Differibile,230
ASSL6,Diagnostica ecografica del capo e del collo,Differibile,51
ASSL6,Eco (color) dopplergrafia cardiaca,Differibile,21
ASSL6,Eco (color) dopplergrafia  dei tronchi sovraaortici,Differibile,44
ASSL6,Ecografia dell'addome superiore,Differibile,14
ASSL6,Ecografia dell'addome inferiore,Differibile,32
ASSL6,Ecografia dell'addome completo,Differibile,52
ASSL6,Ecografia bilaterale della mammella,Differibile,90
ASSL6,Ecografia monolaterale della mammella,Differibile,n/a
ASSL6,Ecografia ostetrica,Differibile,n/a
ASSL6,Ecografia ginecologica,Differibile,21
ASSL6,Ecocolordoppler degli arti superioro o inferiori,Differibile,44
ASSL6,Colonscopia con endoscopio flessibile,Differibile,346
ASSL6,Polipectomia endoscopica dell'intestino crasso,Differibile,n/a
ASSL6,Sigmoidoscopia con endoscopio flessibile,Differibile,n/a
ASSL6,Esofagogastroduodenoscopia,Differibile,130
ASSL6,Esofagogastroduodenoscopia con biopsia,Differibile,n/a
ASSL6,Elettrocardiogramma,Differibile,43
ASSL6,Elettrocardiogramma dinamico (Holter),Differibile,50
ASSL6,Test cardiovascolare da sforzo con cicloergonometro o con pedana mobile,Differibile,n/a
ASSL6,Altri test cardiovascolari da sforzo,Differibile,n/a
ASSL6,Esame audiometrico tonale,Differibile,n/a
ASSL6,Spirometria semplice,Differibile,n/a
ASSL6,Spirometria globale,Differibile,n/a
ASSL6,Fotografia del Fondus,Differibile,n/a
ASSL6,Elettromiografia semplice [EMG],Differibile,n/a
ASSL6,Prima Visita cardiologica,Programmabile,118
ASSL6,Prima Visita chirurgia vascolare,Programmabile,n/a
ASSL6,Prima Visita endocrinologica,Programmabile,221
ASSL6,Prima Visita neurologica,Programmabile,142
ASSL6,Prima Visita oculistica,Programmabile,129
ASSL6,Prima Visita ortopedica,Programmabile,109
ASSL6,Prima Visita ginecologica,Programmabile,86
ASSL6,Prima Visita otorinolaringoiatrica,Programmabile,85
ASSL6,Prima Visita urologica,Programmabile,138
ASSL6,Prima Visita dermatologica,Programmabile,108
ASSL6,Prima Visita fisiatrica,Programmabile,68
ASSL6,Prima Visita gastroenterologica,Programmabile,n/a
ASSL6,Prima Visita oncologica,Programmabile,21
ASSL6,Prima Visita pneumologica,Programmabile,125
ASSL6,Mammografia bilaterale,Programmabile,188
ASSL6,Mammografia monolaterale,Programmabile,n/a
ASSL6,TC del torace,Programmabile,0
ASSL6,"TC del torace, senza e con contrasto",Programmabile,n/a
ASSL6,TC dell'addome superiore,Programmabile,n/a
ASSL6,"TC dell'addome superiore, senza e con contrasto",Programmabile,n/a
ASSL6,TC dell'Addome inferiore,Programmabile,n/a
ASSL6,"TC dell'Addome inferiore, senza e con contrasto",Programmabile,n/a
ASSL6,TC dell'Addome completo,Programmabile,3
ASSL6,"TC dell'Addome completo, senza e con contrasto",Programmabile,197
ASSL6,TC del cranio e dell'encefalo,Programmabile,n/a
ASSL6,"TC del cranio e dell'encefalo, senza e con contrasto",Programmabile,n/a
ASSL6,TC del rachide e dello speco vertebrale,Programmabile,n/a
ASSL6,"TC del rachide e dello speco vertebrale, senza e con contrasto",Programmabile,n/a
ASSL6,TC del Bacino,Programmabile,n/a
ASSL6,RM del cervello e del tronco encefalico,Programmabile,n/a
ASSL6,"RM del cervello e del tronco encefalico, senza e con contrasto",Programmabile,266
ASSL6,RM dell'addome inferiore e scavo pelvico,Programmabile,n/a
ASSL6,"RM dell'addome inferiore e scavo pelvico, senza e con contrasto",Programmabile,n/a
ASSL6,RM della colonna,Programmabile,134
ASSL6,"RM della colonna, senza e con contrasto",Programmabile,266
ASSL6,Diagnostica ecografica del capo e del collo,Programmabile,144
ASSL6,Eco (color) dopplergrafia cardiaca,Programmabile,76
ASSL6,Eco (color) dopplergrafia  dei tronchi sovraaortici,Programmabile,157
ASSL6,Ecografia dell'addome superiore,Programmabile,120
ASSL6,Ecografia dell'addome inferiore,Programmabile,25
ASSL6,Ecografia dell'addome completo,Programmabile,111
ASSL6,Ecografia bilaterale della mammella,Programmabile,156
ASSL6,Ecografia monolaterale della mammella,Programmabile,148
ASSL6,Ecografia ostetrica,Programmabile,n/a
ASSL6,Ecografia ginecologica,Programmabile,45
ASSL6,Ecocolordoppler degli arti superioro o inferiori,Programmabile,262
ASSL6,Colonscopia con endoscopio flessibile,Programmabile,595
ASSL6,Polipectomia endoscopica dell'intestino crasso,Programmabile,n/a
ASSL6,Sigmoidoscopia con endoscopio flessibile,Programmabile,527
ASSL6,Esofagogastroduodenoscopia,Programmabile,283
ASSL6,Esofagogastroduodenoscopia con biopsia,Programmabile,n/a
ASSL6,Elettrocardiogramma,Programmabile,99
ASSL6,Elettrocardiogramma dinamico (Holter),Programmabile,n/a
ASSL6,Test cardiovascolare da sforzo con cicloergonometro o con pedana mobile,Programmabile,n/a
ASSL6,Altri test cardiovascolari da sforzo,Programmabile,n/a
ASSL6,Esame audiometrico tonale,Programmabile,n/a
ASSL6,Spirometria semplice,Programmabile,n/a
ASSL6,Spirometria globale,Programmabile,n/a
ASSL6,Fotografia del Fondus,Programmabile,n/a
ASSL6,Elettromiografia semplice [EMG],Programmabile,n/a
ASSL7,Prima Visita cardiologica,Breve,n/a
ASSL7,Prima Visita chirurgia vascolare,Breve,n/a
ASSL7,Prima Visita endocrinologica,Breve,n/a
ASSL7,Prima Visita neurologica,Breve,8
ASSL7,Prima Visita oculistica,Breve,9
ASSL7,Prima Visita ortopedica,Breve,n/a
ASSL7,Prima Visita ginecologica,Breve,n/a
ASSL7,Prima Visita otorinolaringoiatrica,Breve,n/a
ASSL7,Prima Visita urologica,Breve,n/a
ASSL7,Prima Visita dermatologica,Breve,n/a
ASSL7,Prima Visita fisiatrica,Breve,n/a
ASSL7,Prima Visita gastroenterologica,Breve,n/a
ASSL7,Prima Visita oncologica,Breve,n/a
ASSL7,Prima Visita pneumologica,Breve,n/a
ASSL7,Mammografia bilaterale,Breve,n/a
ASSL7,Mammografia monolaterale,Breve,n/a
ASSL7,TC del torace,Breve,n/a
ASSL7,"TC del torace, senza e con contrasto",Breve,n/a
ASSL7,TC dell'addome superiore,Breve,n/a
ASSL7,"TC dell'addome superiore, senza e con contrasto",Breve,n/a
ASSL7,TC dell'Addome inferiore,Breve,n/a
ASSL7,"TC dell'Addome inferiore, senza e con contrasto",Breve,n/a
ASSL7,TC dell'Addome completo,Breve,n/a
ASSL7,"TC dell'Addome completo, senza e con contrasto",Breve,n/a
ASSL7,TC del cranio e dell'encefalo,Breve,n/a
ASSL7,"TC del cranio e dell'encefalo, senza e con contrasto",Breve,n/a
ASSL7,TC del rachide e dello speco vertebrale,Breve,n/a
ASSL7,"TC del rachide e dello speco vertebrale, senza e con contrasto",Breve,n/a
ASSL7,TC del Bacino,Breve,n/a
ASSL7,RM del cervello e del tronco encefalico,Breve,n/a
ASSL7,"RM del cervello e del tronco encefalico, senza e con contrasto",Breve,n/a
ASSL7,RM dell'addome inferiore e scavo pelvico,Breve,n/a
ASSL7,"RM dell'addome inferiore e scavo pelvico, senza e con contrasto",Breve,n/a
ASSL7,RM della colonna,Breve,n/a
ASSL7,"RM della colonna, senza e con contrasto",Breve,n/a
ASSL7,Diagnostica ecografica del capo e del collo,Breve,n/a
ASSL7,Eco (color) dopplergrafia cardiaca,Breve,n/a
ASSL7,Eco (color) dopplergrafia  dei tronchi sovraaortici,Breve,1
ASSL7,Ecografia dell'addome superiore,Breve,n/a
ASSL7,Ecografia dell'addome inferiore,Breve,n/a
ASSL7,Ecografia dell'addome completo,Breve,3
ASSL7,Ecografia bilaterale della mammella,Breve,n/a
ASSL7,Ecografia monolaterale della mammella,Breve,n/a
ASSL7,Ecografia ostetrica,Breve,6
ASSL7,Ecografia ginecologica,Breve,n/a
ASSL7,Ecocolordoppler degli arti superioro o inferiori,Breve,n/a
ASSL7,Colonscopia con endoscopio flessibile,Breve,9
ASSL7,Polipectomia endoscopica dell'intestino crasso,Breve,n/a
ASSL7,Sigmoidoscopia con endoscopio flessibile,Breve,n/a
ASSL7,Esofagogastroduodenoscopia,Breve,9
ASSL7,Esofagogastroduodenoscopia con biopsia,Breve,n/a
ASSL7,Elettrocardiogramma,Breve,4
ASSL7,Elettrocardiogramma dinamico (Holter),Breve,n/a
ASSL7,Test cardiovascolare da sforzo con cicloergonometro o con pedana mobile,Breve,n/a
ASSL7,Altri test cardiovascolari da sforzo,Breve,n/a
ASSL7,Esame audiometrico tonale,Breve,n/a
ASSL7,Spirometria semplice,Breve,6
ASSL7,Spirometria globale,Breve,n/a
ASSL7,Fotografia del Fondus,Breve,n/a
ASSL7,Elettromiografia semplice [EMG],Breve,n/a
ASSL7,Prima Visita cardiologica,Differibile,21
ASSL7,Prima Visita chirurgia vascolare,Differibile,n/a
ASSL7,Prima Visita endocrinologica,Differibile,32
ASSL7,Prima Visita neurologica,Differibile,38
ASSL7,Prima Visita oculistica,Differibile,138
ASSL7,Prima Visita ortopedica,Differibile,24
ASSL7,Prima Visita ginecologica,Differibile,18
ASSL7,Prima Visita otorinolaringoiatrica,Differibile,29
ASSL7,Prima Visita urologica,Differibile,66
ASSL7,Prima Visita dermatologica,Differibile,147
ASSL7,Prima Visita fisiatrica,Differibile,37
ASSL7,Prima Visita gastroenterologica,Differibile,n/a
ASSL7,Prima Visita oncologica,Differibile,n/a
ASSL7,Prima Visita pneumologica,Differibile,n/a
ASSL7,Mammografia bilaterale,Differibile,n/a
ASSL7,Mammografia monolaterale,Differibile,n/a
ASSL7,TC del torace,Differibile,123
ASSL7,"TC del torace, senza e con contrasto",Differibile,118
ASSL7,TC dell'addome superiore,Differibile,n/a
ASSL7,"TC dell'addome superiore, senza e con contrasto",Differibile,n/a
ASSL7,TC dell'Addome inferiore,Differibile,n/a
ASSL7,"TC dell'Addome inferiore, senza e con contrasto",Differibile,n/a
ASSL7,TC dell'Addome completo,Differibile,138
ASSL7,"TC dell'Addome completo, senza e con contrasto",Differibile,118
ASSL7,TC del cranio e dell'encefalo,Differibile,n/a
ASSL7,"TC del cranio e dell'encefalo, senza e con contrasto",Differibile,n/a
ASSL7,TC del rachide e dello speco vertebrale,Differibile,n/a
ASSL7,"TC del rachide e dello speco vertebrale, senza e con contrasto",Differibile,n/a
ASSL7,TC del Bacino,Differibile,n/a
ASSL7,RM del cervello e del tronco encefalico,Differibile,n/a
ASSL7,"RM del cervello e del tronco encefalico, senza e con contrasto",Differibile,n/a
ASSL7,RM dell'addome inferiore e scavo pelvico,Differibile,n/a
ASSL7,"RM dell'addome inferiore e scavo pelvico, senza e con contrasto",Differibile,n/a
ASSL7,RM della colonna,Differibile,98
ASSL7,"RM della colonna, senza e con contrasto",Differibile,n/a
ASSL7,Diagnostica ecografica del capo e del collo,Differibile,100
ASSL7,Eco (color) dopplergrafia cardiaca,Differibile,n/a
ASSL7,Eco (color) dopplergrafia  dei tronchi sovraaortici,Differibile,21
ASSL7,Ecografia dell'addome superiore,Differibile,97
ASSL7,Ecografia dell'addome inferiore,Differibile,109
ASSL7,Ecografia dell'addome completo,Differibile,114
ASSL7,Ecografia bilaterale della mammella,Differibile,174
ASSL7,Ecografia monolaterale della mammella,Differibile,n/a
ASSL7,Ecografia ostetrica,Differibile,21
ASSL7,Ecografia ginecologica,Differibile,30
ASSL7,Ecocolordoppler degli arti superioro o inferiori,Differibile,n/a
ASSL7,Colonscopia con endoscopio flessibile,Differibile,354
ASSL7,Polipectomia endoscopica dell'intestino crasso,Differibile,n/a
ASSL7,Sigmoidoscopia con endoscopio flessibile,Differibile,n/a
ASSL7,Esofagogastroduodenoscopia,Differibile,276
ASSL7,Esofagogastroduodenoscopia con biopsia,Differibile,n/a
ASSL7,Elettrocardiogramma,Differibile,17
ASSL7,Elettrocardiogramma dinamico (Holter),Differibile,173
ASSL7,Test cardiovascolare da sforzo con cicloergonometro o con pedana mobile,Differibile,n/a
ASSL7,Altri test cardiovascolari da sforzo,Differibile,n/a
ASSL7,Esame audiometrico tonale,Differibile,42
ASSL7,Spirometria semplice,Differibile,105
ASSL7,Spirometria globale,Differibile,85
ASSL7,Fotografia del Fondus,Differibile,n/a
ASSL7,Elettromiografia semplice [EMG],Differibile,n/a
ASSL7,Prima Visita cardiologica,Programmabile,138
ASSL7,Prima Visita chirurgia vascolare,Programmabile,n/a
ASSL7,Prima Visita endocrinologica,Programmabile,95
ASSL7,Prima Visita neurologica,Programmabile,27
ASSL7,Prima Visita oculistica,Programmabile,297
ASSL7,Prima Visita ortopedica,Programmabile,22
ASSL7,Prima Visita ginecologica,Programmabile,7
ASSL7,Prima Visita otorinolaringoiatrica,Programmabile,114
ASSL7,Prima Visita urologica,Programmabile,72
ASSL7,Prima Visita dermatologica,Programmabile,45
ASSL7,Prima Visita fisiatrica,Programmabile,63
ASSL7,Prima Visita gastroenterologica,Programmabile,365
ASSL7,Prima Visita oncologica,Programmabile,n/a
ASSL7,Prima Visita pneumologica,Programmabile,100
ASSL7,Mammografia bilaterale,Programmabile,275
ASSL7,Mammografia monolaterale,Programmabile,n/a
ASSL7,TC del torace,Programmabile,222
ASSL7,"TC del torace, senza e con contrasto",Programmabile,n/a
ASSL7,TC dell'addome superiore,Programmabile,n/a
ASSL7,"TC dell'addome superiore, senza e con contrasto",Programmabile,n/a
ASSL7,TC dell'Addome inferiore,Programmabile,n/a
ASSL7,"TC dell'Addome inferiore, senza e con contrasto",Programmabile,n/a
ASSL7,TC dell'Addome completo,Programmabile,n/a
ASSL7,"TC dell'Addome completo, senza e con contrasto",Programmabile,63
ASSL7,TC del cranio e dell'encefalo,Programmabile,187
ASSL7,"TC del cranio e dell'encefalo, senza e con contrasto",Programmabile,n/a
ASSL7,TC del rachide e dello speco vertebrale,Programmabile,136
ASSL7,"TC del rachide e dello speco vertebrale, senza e con contrasto",Programmabile,n/a
ASSL7,TC del Bacino,Programmabile,n/a
ASSL7,RM del cervello e del tronco encefalico,Programmabile,156
ASSL7,"RM del cervello e del tronco encefalico, senza e con contrasto",Programmabile,n/a
ASSL7,RM dell'addome inferiore e scavo pelvico,Programmabile,n/a
ASSL7,"RM dell'addome inferiore e scavo pelvico, senza e con contrasto",Programmabile,n/a
ASSL7,RM della colonna,Programmabile,74
ASSL7,"RM della colonna, senza e con contrasto",Programmabile,n/a
ASSL7,Diagnostica ecografica del capo e del collo,Programmabile,146
ASSL7,Eco (color) dopplergrafia cardiaca,Programmabile,n/a
ASSL7,Eco (color) dopplergrafia  dei tronchi sovraaortici,Programmabile,96
ASSL7,Ecografia dell'addome superiore,Programmabile,138
ASSL7,Ecografia dell'addome inferiore,Programmabile,146
ASSL7,Ecografia dell'addome completo,Programmabile,115
ASSL7,Ecografia bilaterale della mammella,Programmabile,259
ASSL7,Ecografia monolaterale della mammella,Programmabile,n/a
ASSL7,Ecografia ostetrica,Programmabile,34
ASSL7,Ecografia ginecologica,Programmabile,95
ASSL7,Ecocolordoppler degli arti superioro o inferiori,Programmabile,n/a
ASSL7,Colonscopia con endoscopio flessibile,Programmabile,132
ASSL7,Polipectomia endoscopica dell'intestino crasso,Programmabile,n/a
ASSL7,Sigmoidoscopia con endoscopio flessibile,Programmabile,n/a
ASSL7,Esofagogastroduodenoscopia,Programmabile,385
ASSL7,Esofagogastroduodenoscopia con biopsia,Programmabile,n/a
ASSL7,Elettrocardiogramma,Programmabile,109
ASSL7,Elettrocardiogramma dinamico (Holter),Programmabile,150
ASSL7,Test cardiovascolare da sforzo con cicloergonometro o con pedana mobile,Programmabile,n/a
ASSL7,Altri test cardiovascolari da sforzo,Programmabile,n/a
ASSL7,Esame audiometrico tonale,Programmabile,69
ASSL7,Spirometria semplice,Programmabile,283
ASSL7,Spirometria globale,Programmabile,277
ASSL7,Fotografia del Fondus,Programmabile,n/a
ASSL7,Elettromiografia semplice [EMG],Programmabile,n/a
ASSL8,Prima Visita cardiologica,Breve,7
ASSL8,Prima Visita chirurgia vascolare,Breve,n/a
ASSL8,Prima Visita endocrinologica,Breve,n/a
ASSL8,Prima Visita neurologica,Breve,13
ASSL8,Prima Visita oculistica,Breve,5
ASSL8,Prima Visita ortopedica,Breve,7
ASSL8,Prima Visita ginecologica,Breve,n/a
ASSL8,Prima Visita otorinolaringoiatrica,Breve,n/a
ASSL8,Prima Visita urologica,Breve,8
ASSL8,Prima Visita dermatologica,Breve,8
ASSL8,Prima Visita fisiatrica,Breve,4
ASSL8,Prima Visita gastroenterologica,Breve,n/a
ASSL8,Prima Visita oncologica,Breve,n/a
ASSL8,Prima Visita pneumologica,Breve,n/a
ASSL8,Mammografia bilaterale,Breve,5
ASSL8,Mammografia monolaterale,Breve,n/a
ASSL8,TC del torace,Breve,5
ASSL8,"TC del torace, senza e con contrasto",Breve,7
ASSL8,TC dell'addome superiore,Breve,n/a
ASSL8,"TC dell'addome superiore, senza e con contrasto",Breve,8
ASSL8,TC dell'Addome inferiore,Breve,n/a
ASSL8,"TC dell'Addome inferiore, senza e con contrasto",Breve,n/a
ASSL8,TC dell'Addome completo,Breve,2
ASSL8,"TC dell'Addome completo, senza e con contrasto",Breve,7
ASSL8,TC del cranio e dell'encefalo,Breve,n/a
ASSL8,"TC del cranio e dell'encefalo, senza e con contrasto",Breve,n/a
ASSL8,TC del rachide e dello speco vertebrale,Breve,n/a
ASSL8,"TC del rachide e dello speco vertebrale, senza e con contrasto",Breve,n/a
ASSL8,TC del Bacino,Breve,n/a
ASSL8,RM del cervello e del tronco encefalico,Breve,9
ASSL8,"RM del cervello e del tronco encefalico, senza e con contrasto",Breve,9
ASSL8,RM dell'addome inferiore e scavo pelvico,Breve,n/a
ASSL8,"RM dell'addome inferiore e scavo pelvico, senza e con contrasto",Breve,n/a
ASSL8,RM della colonna,Breve,9
ASSL8,"RM della colonna, senza e con contrasto",Breve,n/a
ASSL8,Diagnostica ecografica del capo e del collo,Breve,7
ASSL8,Eco (color) dopplergrafia cardiaca,Breve,6
ASSL8,Eco (color) dopplergrafia  dei tronchi sovraaortici,Breve,6
ASSL8,Ecografia dell'addome superiore,Breve,8
ASSL8,Ecografia dell'addome inferiore,Breve,10
ASSL8,Ecografia dell'addome completo,Breve,7
ASSL8,Ecografia bilaterale della mammella,Breve,6
ASSL8,Ecografia monolaterale della mammella,Breve,8
ASSL8,Ecografia ostetrica,Breve,n/a
ASSL8,Ecografia ginecologica,Breve,6
ASSL8,Ecocolordoppler degli arti superioro o inferiori,Breve,n/a
ASSL8,Colonscopia con endoscopio flessibile,Breve,16
ASSL8,Polipectomia endoscopica dell'intestino crasso,Breve,n/a
ASSL8,Sigmoidoscopia con endoscopio flessibile,Breve,n/a
ASSL8,Esofagogastroduodenoscopia,Breve,7
ASSL8,Esofagogastroduodenoscopia con biopsia,Breve,71
ASSL8,Elettrocardiogramma,Breve,5
ASSL8,Elettrocardiogramma dinamico (Holter),Breve,9
ASSL8,Test cardiovascolare da sforzo con cicloergonometro o con pedana mobile,Breve,n/a
ASSL8,Altri test cardiovascolari da sforzo,Breve,n/a
ASSL8,Esame audiometrico tonale,Breve,7
ASSL8,Spirometria semplice,Breve,4
ASSL8,Spirometria globale,Breve,n/a
ASSL8,Fotografia del Fondus,Breve,n/a
ASSL8,Elettromiografia semplice [EMG],Breve,9
ASSL8,Prima Visita cardiologica,Differibile,105
ASSL8,Prima Visita chirurgia vascolare,Differibile,n/a
ASSL8,Prima Visita endocrinologica,Differibile,77
ASSL8,Prima Visita neurologica,Differibile,89
ASSL8,Prima Visita oculistica,Differibile,99
ASSL8,Prima Visita ortopedica,Differibile,71
ASSL8,Prima Visita ginecologica,Differibile,23
ASSL8,Prima Visita otorinolaringoiatrica,Differibile,75
ASSL8,Prima Visita urologica,Differibile,132
ASSL8,Prima Visita dermatologica,Differibile,124
ASSL8,Prima Visita fisiatrica,Differibile,16
ASSL8,Prima Visita gastroenterologica,Differibile,148
ASSL8,Prima Visita oncologica,Differibile,n/a
ASSL8,Prima Visita pneumologica,Differibile,311
ASSL8,Mammografia bilaterale,Differibile,87
ASSL8,Mammografia monolaterale,Differibile,n/a
ASSL8,TC del torace,Differibile,23
ASSL8,"TC del torace, senza e con contrasto",Differibile,52
ASSL8,TC dell'addome superiore,Differibile,n/a
ASSL8,"TC dell'addome superiore, senza e con contrasto",Differibile,n/a
ASSL8,TC dell'Addome inferiore,Differibile,n/a
ASSL8,"TC dell'Addome inferiore, senza e con contrasto",Differibile,69
ASSL8,TC dell'Addome completo,Differibile,18
ASSL8,"TC dell'Addome completo, senza e con contrasto",Differibile,35
ASSL8,TC del cranio e dell'encefalo,Differibile,n/a
ASSL8,"TC del cranio e dell'encefalo, senza e con contrasto",Differibile,n/a
ASSL8,TC del rachide e dello speco vertebrale,Differibile,52
ASSL8,"TC del rachide e dello speco vertebrale, senza e con contrasto",Differibile,n/a
ASSL8,TC del Bacino,Differibile,n/a
ASSL8,RM del cervello e del tronco encefalico,Differibile,62
ASSL8,"RM del cervello e del tronco encefalico, senza e con contrasto",Differibile,298
ASSL8,RM dell'addome inferiore e scavo pelvico,Differibile,148
ASSL8,"RM dell'addome inferiore e scavo pelvico, senza e con contrasto",Differibile,n/a
ASSL8,RM della colonna,Differibile,74
ASSL8,"RM della colonna, senza e con contrasto",Differibile,n/a
ASSL8,Diagnostica ecografica del capo e del collo,Differibile,69
ASSL8,Eco (color) dopplergrafia cardiaca,Differibile,138
ASSL8,Eco (color) dopplergrafia  dei tronchi sovraaortici,Differibile,97
ASSL8,Ecografia dell'addome superiore,Differibile,51
ASSL8,Ecografia dell'addome inferiore,Differibile,27
ASSL8,Ecografia dell'addome completo,Differibile,49
ASSL8,Ecografia bilaterale della mammella,Differibile,116
ASSL8,Ecografia monolaterale della mammella,Differibile,n/a
ASSL8,Ecografia ostetrica,Differibile,n/a
ASSL8,Ecografia ginecologica,Differibile,18
ASSL8,Ecocolordoppler degli arti superioro o inferiori,Differibile,73
ASSL8,Colonscopia con endoscopio flessibile,Differibile,156
ASSL8,Polipectomia endoscopica dell'intestino crasso,Differibile,n/a
ASSL8,Sigmoidoscopia con endoscopio flessibile,Differibile,n/a
ASSL8,Esofagogastroduodenoscopia,Differibile,81
ASSL8,Esofagogastroduodenoscopia con biopsia,Differibile,123
ASSL8,Elettrocardiogramma,Differibile,137
ASSL8,Elettrocardiogramma dinamico (Holter),Differibile,114
ASSL8,Test cardiovascolare da sforzo con cicloergonometro o con pedana mobile,Differibile,39
ASSL8,Altri test cardiovascolari da sforzo,Differibile,n/a
ASSL8,Esame audiometrico tonale,Differibile,45
ASSL8,Spirometria semplice,Differibile,7
ASSL8,Spirometria globale,Differibile,11
ASSL8,Fotografia del Fondus,Differibile,n/a
ASSL8,Elettromiografia semplice [EMG],Differibile,61
ASSL8,Prima Visita cardiologica,Programmabile,200
ASSL8,Prima Visita chirurgia vascolare,Programmabile,n/a
ASSL8,Prima Visita endocrinologica,Programmabile,159
ASSL8,Prima Visita neurologica,Programmabile,98
ASSL8,Prima Visita oculistica,Programmabile,130
ASSL8,Prima Visita ortopedica,Programmabile,75
ASSL8,Prima Visita ginecologica,Programmabile,43
ASSL8,Prima Visita otorinolaringoiatrica,Programmabile,107
ASSL8,Prima Visita urologica,Programmabile,170
ASSL8,Prima Visita dermatologica,Programmabile,125
ASSL8,Prima Visita fisiatrica,Programmabile,30
ASSL8,Prima Visita gastroenterologica,Programmabile,179
ASSL8,Prima Visita oncologica,Programmabile,15
ASSL8,Prima Visita pneumologica,Programmabile,172
ASSL8,Mammografia bilaterale,Programmabile,136
ASSL8,Mammografia monolaterale,Programmabile,79
ASSL8,TC del torace,Programmabile,46
ASSL8,"TC del torace, senza e con contrasto",Programmabile,90
ASSL8,TC dell'addome superiore,Programmabile,n/a
ASSL8,"TC dell'addome superiore, senza e con contrasto",Programmabile,47
ASSL8,TC dell'Addome inferiore,Programmabile,n/a
ASSL8,"TC dell'Addome inferiore, senza e con contrasto",Programmabile,29
ASSL8,TC dell'Addome completo,Programmabile,51
ASSL8,"TC dell'Addome completo, senza e con contrasto",Programmabile,79
ASSL8,TC del cranio e dell'encefalo,Programmabile,30
ASSL8,"TC del cranio e dell'encefalo, senza e con contrasto",Programmabile,45
ASSL8,TC del rachide e dello speco vertebrale,Programmabile,93
ASSL8,"TC del rachide e dello speco vertebrale, senza e con contrasto",Programmabile,n/a
ASSL8,TC del Bacino,Programmabile,n/a
ASSL8,RM del cervello e del tronco encefalico,Programmabile,94
ASSL8,"RM del cervello e del tronco encefalico, senza e con contrasto",Programmabile,454
ASSL8,RM dell'addome inferiore e scavo pelvico,Programmabile,156
ASSL8,"RM dell'addome inferiore e scavo pelvico, senza e con contrasto",Programmabile,n/a
ASSL8,RM della colonna,Programmabile,115
ASSL8,"RM della colonna, senza e con contrasto",Programmabile,696
